0	83
0	151
0	425
0	435
0	448
0	572
0	678
0	689
0	722
0	794
0	902
0	966
0	985
1	73
1	230
1	310
1	311
1	367
2	7
2	117
2	183
2	279
2	308
2	312
2	325
2	448
2	604
2	823
3	26
3	164
3	253
3	529
3	738
3	886
3	989
4	20
4	649
5	69
5	84
5	194
5	353
5	416
5	420
5	854
5	991
6	50
6	184
6	188
6	234
6	237
6	252
6	296
6	513
6	686
6	716
6	801
6	845
6	867
7	151
7	250
7	438
7	447
7	628
7	633
7	691
7	735
7	783
7	872
7	892
7	992
8	213
8	280
8	289
8	308
8	309
8	330
8	713
8	760
8	836
8	858
8	957
9	184
9	251
9	312
9	396
9	414
9	586
9	647
9	666
9	793
9	838
9	901
10	54
10	133
10	177
10	478
10	539
10	630
10	727
10	764
10	943
11	170
11	177
11	251
11	345
11	347
11	407
11	432
11	456
11	459
11	544
11	550
11	702
11	707
11	793
11	870
12	114
12	121
12	125
12	202
12	264
12	482
12	975
12	977
13	91
13	211
13	226
13	464
13	733
13	762
14	39
14	345
14	427
14	437
14	573
14	694
14	776
14	976
15	149
15	171
15	258
15	302
15	318
15	327
15	462
15	499
15	551
15	576
15	727
15	842
15	943
15	988
16	41
16	669
16	811
16	827
16	842
17	125
17	228
17	254
17	286
17	570
17	586
17	645
17	701
17	783
18	73
18	85
18	90
18	123
18	232
18	389
18	548
18	644
18	721
18	734
18	766
18	776
18	829
18	896
18	931
19	91
19	338
19	445
19	471
19	490
19	577
19	702
19	726
19	921
19	972
19	977
20	277
20	338
20	368
20	583
20	670
20	705
20	769
20	903
20	973
20	997
21	75
21	76
21	182
21	193
21	196
21	303
21	501
21	566
21	568
21	719
21	781
21	798
21	966
22	54
22	85
22	244
22	267
22	392
22	659
22	665
22	784
22	804
22	986
23	77
23	186
23	229
23	251
23	312
23	373
23	633
23	720
23	739
23	762
24	35
24	46
24	407
24	446
24	534
24	886
24	900
24	912
25	138
25	242
25	385
25	396
25	511
25	604
25	677
25	686
25	955
26	31
26	101
26	130
26	185
26	268
26	320
26	387
26	410
26	540
26	663
26	809
26	886
26	938
26	963
27	216
27	224
27	272
27	321
27	328
27	504
27	898
28	135
28	142
28	201
28	267
28	356
28	358
28	398
28	714
28	916
28	944
29	33
29	237
29	337
29	483
29	503
29	656
29	667
29	695
29	767
29	913
30	109
30	111
30	368
30	450
30	533
30	791
30	863
30	871
30	885
31	103
31	294
31	338
31	405
31	554
31	577
31	791
31	826
31	875
32	74
32	87
32	106
32	128
32	147
32	160
32	173
32	390
32	447
32	569
32	635
32	768
33	40
33	109
33	231
33	269
33	358
33	376
33	405
33	544
33	558
33	828
33	862
34	218
34	263
34	285
34	355
34	485
34	572
34	653
34	671
34	691
34	868
34	889
34	935
34	989
35	112
35	195
35	211
35	221
35	380
35	467
35	830
35	846
35	944
35	968
36	327
36	709
36	855
36	958
37	75
37	95
37	104
37	155
37	545
37	554
37	574
37	628
37	930
38	431
38	600
38	674
38	724
38	746
38	769
38	771
38	799
38	852
38	864
38	866
39	300
39	308
39	310
39	321
39	449
39	475
39	654
39	849
39	980
39	983
40	103
40	312
40	336
40	430
40	487
40	514
40	518
40	946
41	264
41	330
41	332
41	484
41	566
41	796
42	111
42	125
42	140
42	216
42	387
42	639
42	644
42	993
43	224
43	390
43	411
43	428
43	568
43	783
43	891
43	942
43	981
44	59
44	153
44	233
44	241
44	270
44	405
44	435
44	476
44	662
44	740
45	100
45	296
45	330
45	364
45	542
45	652
45	697
45	850
45	951
46	141
46	194
46	333
46	353
46	379
46	442
46	486
46	763
47	60
47	217
47	219
47	221
47	320
47	393
47	442
47	471
47	489
47	681
47	781
48	92
48	225
48	391
48	435
48	624
48	663
48	733
48	767
48	908
48	962
48	989
49	154
49	155
49	433
49	572
49	728
49	813
50	105
50	111
50	168
50	239
50	315
50	498
50	927
51	198
51	284
51	336
51	411
51	514
51	533
51	569
51	575
51	890
52	125
52	271
52	332
52	481
52	526
52	557
52	560
52	637
52	733
52	771
52	780
52	829
53	136
53	676
53	956
53	957
53	993
54	136
54	351
54	494
54	583
54	629
54	701
54	757
54	952
55	162
55	209
55	310
55	553
55	669
55	742
55	878
55	944
55	946
55	978
56	317
56	402
56	425
56	502
56	598
56	804
56	866
56	939
57	312
57	364
57	470
57	500
57	608
57	647
57	715
57	832
58	120
58	185
58	237
58	551
58	674
58	826
58	898
59	196
59	212
59	300
59	612
59	872
59	962
60	540
60	633
60	687
60	693
60	916
