0	1
0	2
0	3
0	4
0	7
0	9
0	14
0	20
0	23
0	24
0	25
0	35
0	52
0	56
0	82
0	85
0	93
0	98
0	104
0	128
0	131
0	134
0	146
0	150
0	168
0	171
0	201
0	206
0	212
0	220
0	305
0	329
0	355
0	361
0	413
0	417
0	421
0	450
0	473
0	485
0	523
0	533
0	538
0	561
0	568
0	573
0	590
0	595
0	597
0	602
0	615
0	617
0	624
0	669
0	755
0	804
0	810
0	881
0	926
0	942
1	4
1	5
1	6
1	7
1	8
1	10
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	27
1	28
1	30
1	31
1	36
1	43
1	45
1	46
1	51
1	54
1	55
1	57
1	59
1	70
1	71
1	73
1	79
1	83
1	97
1	100
1	102
1	111
1	114
1	122
1	124
1	125
1	133
1	142
1	143
1	144
1	155
1	157
1	158
1	159
1	164
1	171
1	174
1	200
1	201
1	209
1	214
1	237
1	250
1	253
1	254
1	256
1	257
1	265
1	269
1	281
1	285
1	304
1	333
1	344
1	352
1	361
1	388
1	394
1	404
1	408
1	409
1	412
1	416
1	423
1	426
1	428
1	431
1	447
1	462
1	464
1	472
1	477
1	478
1	526
1	530
1	532
1	547
1	548
1	564
1	578
1	591
1	592
1	608
1	609
1	616
1	640
1	655
1	656
1	680
1	708
1	717
1	734
1	738
1	740
1	745
1	748
1	755
1	756
1	762
1	813
1	864
1	865
1	875
1	877
1	893
1	929
1	951
1	957
1	961
1	986
2	12
2	26
2	61
2	93
2	103
2	110
2	126
2	155
2	752
2	888
3	4
3	5
3	6
3	7
3	8
3	11
3	16
3	18
3	26
3	33
3	39
3	48
3	50
3	52
3	62
3	77
3	89
3	91
3	92
3	117
3	123
3	125
3	128
3	147
3	149
3	152
3	175
3	184
3	207
3	225
3	234
3	277
3	294
3	298
3	310
3	349
3	387
3	391
3	544
3	547
3	560
3	640
3	647
3	692
3	733
3	737
3	744
3	749
3	764
4	5
4	6
4	9
4	11
4	13
4	14
4	18
4	21
4	22
4	25
4	30
4	31
4	32
4	33
4	34
4	35
4	38
4	39
4	43
4	48
4	53
4	56
4	59
4	61
4	62
4	63
4	66
4	70
4	71
4	72
4	87
4	93
4	99
4	101
4	107
4	113
4	119
4	130
4	150
4	151
4	161
4	166
4	172
4	173
4	174
4	175
4	176
4	189
4	223
4	226
4	233
4	235
4	236
4	237
4	245
4	250
4	254
4	261
4	281
4	284
4	292
4	293
4	310
4	315
4	334
4	341
4	352
4	368
4	370
4	388
4	398
4	407
4	418
4	435
4	453
4	456
4	458
4	462
4	472
4	484
4	508
4	517
4	545
4	595
4	600
4	610
4	619
4	624
4	649
4	673
4	684
4	685
4	691
4	720
4	775
4	794
4	800
4	805
4	809
4	820
4	860
4	868
4	883
4	925
4	970
5	9
5	17
5	22
5	24
5	28
5	46
5	53
5	56
5	69
5	74
5	85
5	86
5	114
5	118
5	137
5	138
5	151
5	163
5	177
5	183
5	193
5	216
5	248
5	266
5	267
5	275
5	278
5	308
5	311
5	325
5	327
5	332
5	336
5	341
5	373
5	386
5	387
5	395
5	429
5	447
5	458
5	474
5	501
5	504
5	511
5	513
5	521
5	587
5	596
5	639
5	665
5	671
5	676
5	725
5	780
5	794
5	795
5	880
5	898
5	902
5	905
5	947
5	991
5	998
6	8
6	10
6	11
6	19
6	24
6	37
6	42
6	64
6	72
6	81
6	82
6	95
6	101
6	141
6	148
6	198
6	203
6	248
6	259
6	260
6	335
6	345
6	390
6	496
6	499
6	512
6	526
6	565
6	611
6	634
6	669
6	741
6	765
6	855
6	922
6	934
6	944
6	996
7	13
7	66
7	76
7	78
7	96
7	211
7	217
7	271
7	347
7	371
7	375
7	410
7	454
7	463
7	466
7	532
7	573
7	730
7	735
7	750
7	754
7	759
7	791
7	965
8	10
8	33
8	34
8	40
8	47
8	67
8	76
8	80
8	100
8	137
8	172
8	226
8	228
8	249
8	251
8	255
8	260
8	272
8	296
8	314
8	332
8	338
8	451
8	473
8	555
8	556
8	626
8	635
8	706
8	805
8	839
8	968
9	12
9	20
9	32
9	42
9	65
9	75
9	82
9	121
9	183
9	206
9	269
9	319
9	347
9	557
9	676
9	683
9	857
9	863
9	947
9	988
10	196
10	217
10	239
10	317
10	335
10	634
10	941
11	15
11	35
11	106
11	130
11	131
11	161
11	162
11	173
11	272
11	288
11	346
11	465
11	496
11	518
11	667
11	913
11	973
12	15
12	16
12	25
12	27
12	78
12	86
12	89
12	102
12	111
12	147
12	152
12	166
12	227
12	270
12	295
12	305
12	381
12	385
12	451
12	491
12	512
12	523
12	555
12	602
12	603
12	611
12	614
12	622
12	658
12	692
12	702
12	724
12	760
12	822
12	842
12	887
12	900
12	928
13	23
13	45
13	49
13	60
13	67
13	170
13	193
13	209
13	223
13	243
13	245
13	287
13	328
13	360
13	402
13	421
13	425
13	449
13	492
13	537
13	546
13	610
13	613
13	637
13	701
13	740
13	746
13	774
13	781
13	818
13	888
13	990
14	17
14	139
14	187
14	228
14	288
15	27
15	53
15	79
15	83
15	113
15	132
15	195
15	237
15	243
15	244
15	259
15	277
15	279
15	283
15	296
15	349
15	358
15	366
15	367
15	407
15	414
15	447
15	476
15	572
15	593
15	646
15	656
15	658
15	668
15	676
15	691
15	776
15	793
15	811
15	958
15	966
16	38
16	47
16	54
16	212
16	246
16	274
16	382
16	468
16	514
16	582
16	648
16	701
16	768
16	796
16	835
16	910
16	927
17	19
17	44
17	54
17	81
17	88
17	106
17	146
17	252
17	258
17	262
17	287
17	306
17	379
17	451
17	474
17	502
17	546
17	641
17	653
17	695
17	746
17	807
17	810
17	912
17	918
17	920
17	924
17	930
18	21
18	112
18	116
18	154
18	156
18	192
18	194
18	219
18	234
18	247
18	248
18	346
18	436
18	463
18	466
18	589
18	882
18	978
19	76
19	94
19	115
19	140
19	169
19	264
19	338
19	419
19	445
19	528
19	560
19	636
19	668
19	753
19	822
19	832
19	854
19	880
20	29
20	44
20	62
20	68
20	87
20	90
20	94
20	158
20	199
20	203
20	270
20	273
20	318
20	323
20	434
20	467
20	605
20	724
20	871
21	42
21	116
21	120
21	135
21	208
21	312
21	330
21	343
21	380
21	392
21	401
21	436
21	440
21	442
21	536
21	588
21	632
21	638
21	722
21	841
21	874
21	920
21	931
21	974
21	982
22	84
22	301
22	639
22	712
23	40
23	50
23	51
23	55
23	64
23	123
23	162
23	168
23	186
23	200
23	231
23	243
23	265
23	295
23	358
23	373
23	445
23	790
24	29
24	64
24	196
24	219
24	244
24	245
24	369
24	823
24	972
25	26
25	28
25	31
25	36
25	43
25	49
25	55
25	60
25	68
25	71
25	105
25	122
25	125
25	159
25	186
25	192
25	213
25	215
25	312
25	322
25	353
25	485
25	493
25	511
25	515
25	519
25	533
25	539
25	583
25	599
25	618
25	630
25	732
25	736
25	787
25	789
25	846
25	864
26	45
26	65
26	68
26	254
26	374
26	378
26	381
26	400
26	416
26	431
26	449
26	514
26	531
26	556
26	706
26	872
26	877
